Property_ID,Building_ID,Parcel_ID,Floor_No,Unit_No,Area_sq_m,Property_Type,Prototype_3D_ULPIN
PROP-B290-F01-U104,B290,LP290,1,104,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F01-104
PROP-B290-F02-U201,B290,LP290,2,201,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F02-201
PROP-B290-F02-U202,B290,LP290,2,202,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F02-202
PROP-B290-F02-U203,B290,LP290,2,203,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F02-203
PROP-B290-F02-U204,B290,LP290,2,204,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F02-204
PROP-B290-F03-U301,B290,LP290,3,301,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F03-301
PROP-B290-F03-U302,B290,LP290,3,302,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F03-302
PROP-B290-F03-U303,B290,LP290,3,303,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F03-303
PROP-B290-F03-U304,B290,LP290,3,304,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F03-304
PROP-B290-F04-U401,B290,LP290,4,401,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F04-401
PROP-B290-F04-U402,B290,LP290,4,402,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F04-402
PROP-B290-F04-U403,B290,LP290,4,403,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F04-403
PROP-B290-F04-U404,B290,LP290,4,404,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F04-404
PROP-B290-F05-U501,B290,LP290,5,501,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F05-501
PROP-B290-F05-U502,B290,LP290,5,502,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F05-502
PROP-B290-F05-U503,B290,LP290,5,503,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F05-503
PROP-B290-F05-U504,B290,LP290,5,504,40.1,Residential,IND-AP-VSP-DVD-LP290-B290-F05-504
PROP-B291-F01-U101,B291,LP291,1,101,168.2,Shop,IND-AP-VSP-DVD-LP291-B291-F01-101
PROP-B291-F01-U102,B291,LP291,1,102,168.2,Shop,IND-AP-VSP-DVD-LP291-B291-F01-102
PROP-B291-F01-U103,B291,LP291,1,103,168.2,Shop,IND-AP-VSP-DVD-LP291-B291-F01-103
PROP-B291-F02-U201,B291,LP291,2,201,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F02-201
PROP-B291-F02-U202,B291,LP291,2,202,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F02-202
PROP-B291-F02-U203,B291,LP291,2,203,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F02-203
PROP-B291-F03-U301,B291,LP291,3,301,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F03-301
PROP-B291-F03-U302,B291,LP291,3,302,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F03-302
PROP-B291-F03-U303,B291,LP291,3,303,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F03-303
PROP-B291-F04-U401,B291,LP291,4,401,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F04-401
PROP-B291-F04-U402,B291,LP291,4,402,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F04-402
PROP-B291-F04-U403,B291,LP291,4,403,168.2,Office,IND-AP-VSP-DVD-LP291-B291-F04-403
PROP-B292-F01-U101,B292,LP292,1,101,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F01-101
PROP-B292-F01-U102,B292,LP292,1,102,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F01-102
PROP-B292-F01-U103,B292,LP292,1,103,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F01-103
PROP-B292-F01-U104,B292,LP292,1,104,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F01-104
PROP-B292-F02-U201,B292,LP292,2,201,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F02-201
PROP-B292-F02-U202,B292,LP292,2,202,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F02-202
PROP-B292-F02-U203,B292,LP292,2,203,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F02-203
PROP-B292-F02-U204,B292,LP292,2,204,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F02-204
PROP-B292-F03-U301,B292,LP292,3,301,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F03-301
PROP-B292-F03-U302,B292,LP292,3,302,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F03-302
PROP-B292-F03-U303,B292,LP292,3,303,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F03-303
PROP-B292-F03-U304,B292,LP292,3,304,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F03-304
PROP-B292-F04-U401,B292,LP292,4,401,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F04-401
PROP-B292-F04-U402,B292,LP292,4,402,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F04-402
PROP-B292-F04-U403,B292,LP292,4,403,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F04-403
PROP-B292-F04-U404,B292,LP292,4,404,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F04-404
PROP-B292-F05-U501,B292,LP292,5,501,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F05-501
PROP-B292-F05-U502,B292,LP292,5,502,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F05-502
PROP-B292-F05-U503,B292,LP292,5,503,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F05-503
PROP-B292-F05-U504,B292,LP292,5,504,48.4,Residential,IND-AP-VSP-DVD-LP292-B292-F05-504
PROP-B293-F01-U101,B293,LP293,1,101,72,Residential,IND-AP-VSP-DVD-LP293-B293-F01-101
PROP-B293-F01-U102,B293,LP293,1,102,72,Residential,IND-AP-VSP-DVD-LP293-B293-F01-102
PROP-B293-F01-U103,B293,LP293,1,103,72,Residential,IND-AP-VSP-DVD-LP293-B293-F01-103
PROP-B293-F01-U104,B293,LP293,1,104,72,Residential,IND-AP-VSP-DVD-LP293-B293-F01-104
PROP-B293-F02-U201,B293,LP293,2,201,72,Residential,IND-AP-VSP-DVD-LP293-B293-F02-201
PROP-B293-F02-U202,B293,LP293,2,202,72,Residential,IND-AP-VSP-DVD-LP293-B293-F02-202
PROP-B293-F02-U203,B293,LP293,2,203,72,Residential,IND-AP-VSP-DVD-LP293-B293-F02-203
PROP-B293-F02-U204,B293,LP293,2,204,72,Residential,IND-AP-VSP-DVD-LP293-B293-F02-204
PROP-B293-F03-U301,B293,LP293,3,301,72,Residential,IND-AP-VSP-DVD-LP293-B293-F03-301
PROP-B293-F03-U302,B293,LP293,3,302,72,Residential,IND-AP-VSP-DVD-LP293-B293-F03-302
PROP-B293-F03-U303,B293,LP293,3,303,72,Residential,IND-AP-VSP-DVD-LP293-B293-F03-303
PROP-B293-F03-U304,B293,LP293,3,304,72,Residential,IND-AP-VSP-DVD-LP293-B293-F03-304
PROP-B293-F04-U401,B293,LP293,4,401,72,Residential,IND-AP-VSP-DVD-LP293-B293-F04-401
PROP-B293-F04-U402,B293,LP293,4,402,72,Residential,IND-AP-VSP-DVD-LP293-B293-F04-402
PROP-B293-F04-U403,B293,LP293,4,403,72,Residential,IND-AP-VSP-DVD-LP293-B293-F04-403
PROP-B293-F04-U404,B293,LP293,4,404,72,Residential,IND-AP-VSP-DVD-LP293-B293-F04-404
PROP-B293-F05-U501,B293,LP293,5,501,72,Residential,IND-AP-VSP-DVD-LP293-B293-F05-501
PROP-B293-F05-U502,B293,LP293,5,502,72,Residential,IND-AP-VSP-DVD-LP293-B293-F05-502
PROP-B293-F05-U503,B293,LP293,5,503,72,Residential,IND-AP-VSP-DVD-LP293-B293-F05-503
PROP-B293-F05-U504,B293,LP293,5,504,72,Residential,IND-AP-VSP-DVD-LP293-B293-F05-504
PROP-B294-F01-U101,B294,LP294,1,101,49,Residential,IND-AP-VSP-DVD-LP294-B294-F01-101
PROP-B294-F01-U102,B294,LP294,1,102,49,Residential,IND-AP-VSP-DVD-LP294-B294-F01-102
PROP-B294-F01-U103,B294,LP294,1,103,49,Residential,IND-AP-VSP-DVD-LP294-B294-F01-103
PROP-B294-F01-U104,B294,LP294,1,104,49,Residential,IND-AP-VSP-DVD-LP294-B294-F01-104
PROP-B294-F02-U201,B294,LP294,2,201,49,Residential,IND-AP-VSP-DVD-LP294-B294-F02-201
PROP-B294-F02-U202,B294,LP294,2,202,49,Residential,IND-AP-VSP-DVD-LP294-B294-F02-202
PROP-B294-F02-U203,B294,LP294,2,203,49,Residential,IND-AP-VSP-DVD-LP294-B294-F02-203
PROP-B294-F02-U204,B294,LP294,2,204,49,Residential,IND-AP-VSP-DVD-LP294-B294-F02-204
PROP-B294-F03-U301,B294,LP294,3,301,49,Residential,IND-AP-VSP-DVD-LP294-B294-F03-301
PROP-B294-F03-U302,B294,LP294,3,302,49,Residential,IND-AP-VSP-DVD-LP294-B294-F03-302
PROP-B294-F03-U303,B294,LP294,3,303,49,Residential,IND-AP-VSP-DVD-LP294-B294-F03-303
PROP-B294-F03-U304,B294,LP294,3,304,49,Residential,IND-AP-VSP-DVD-LP294-B294-F03-304
PROP-B294-F04-U401,B294,LP294,4,401,49,Residential,IND-AP-VSP-DVD-LP294-B294-F04-401
PROP-B294-F04-U402,B294,LP294,4,402,49,Residential,IND-AP-VSP-DVD-LP294-B294-F04-402
PROP-B294-F04-U403,B294,LP294,4,403,49,Residential,IND-AP-VSP-DVD-LP294-B294-F04-403
PROP-B294-F04-U404,B294,LP294,4,404,49,Residential,IND-AP-VSP-DVD-LP294-B294-F04-404
PROP-B294-F05-U501,B294,LP294,5,501,49,Residential,IND-AP-VSP-DVD-LP294-B294-F05-501
PROP-B294-F05-U502,B294,LP294,5,502,49,Residential,IND-AP-VSP-DVD-LP294-B294-F05-502
PROP-B294-F05-U503,B294,LP294,5,503,49,Residential,IND-AP-VSP-DVD-LP294-B294-F05-503
PROP-B294-F05-U504,B294,LP294,5,504,49,Residential,IND-AP-VSP-DVD-LP294-B294-F05-504
PROP-B295-F01-U101,B295,LP295,1,101,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F01-101
PROP-B295-F01-U102,B295,LP295,1,102,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F01-102
PROP-B295-F01-U103,B295,LP295,1,103,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F01-103
PROP-B295-F01-U104,B295,LP295,1,104,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F01-104
PROP-B295-F02-U201,B295,LP295,2,201,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F02-201
PROP-B295-F02-U202,B295,LP295,2,202,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F02-202
PROP-B295-F02-U203,B295,LP295,2,203,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F02-203
PROP-B295-F02-U204,B295,LP295,2,204,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F02-204
PROP-B295-F03-U301,B295,LP295,3,301,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F03-301
PROP-B295-F03-U302,B295,LP295,3,302,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F03-302
PROP-B295-F03-U303,B295,LP295,3,303,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F03-303
PROP-B295-F03-U304,B295,LP295,3,304,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F03-304
PROP-B295-F04-U401,B295,LP295,4,401,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F04-401
PROP-B295-F04-U402,B295,LP295,4,402,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F04-402
PROP-B295-F04-U403,B295,LP295,4,403,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F04-403
PROP-B295-F04-U404,B295,LP295,4,404,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F04-404
PROP-B295-F05-U501,B295,LP295,5,501,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F05-501
PROP-B295-F05-U502,B295,LP295,5,502,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F05-502
PROP-B295-F05-U503,B295,LP295,5,503,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F05-503
PROP-B295-F05-U504,B295,LP295,5,504,45.5,Residential,IND-AP-VSP-DVD-LP295-B295-F05-504
PROP-B296-F01-U101,B296,LP296,1,101,77,Residential,IND-AP-VSP-DVD-LP296-B296-F01-101
PROP-B296-F01-U102,B296,LP296,1,102,77,Residential,IND-AP-VSP-DVD-LP296-B296-F01-102
PROP-B296-F01-U103,B296,LP296,1,103,77,Residential,IND-AP-VSP-DVD-LP296-B296-F01-103
PROP-B296-F01-U104,B296,LP296,1,104,77,Residential,IND-AP-VSP-DVD-LP296-B296-F01-104
PROP-B296-F02-U201,B296,LP296,2,201,77,Residential,IND-AP-VSP-DVD-LP296-B296-F02-201
PROP-B296-F02-U202,B296,LP296,2,202,77,Residential,IND-AP-VSP-DVD-LP296-B296-F02-202
PROP-B296-F02-U203,B296,LP296,2,203,77,Residential,IND-AP-VSP-DVD-LP296-B296-F02-203
PROP-B296-F02-U204,B296,LP296,2,204,77,Residential,IND-AP-VSP-DVD-LP296-B296-F02-204
PROP-B296-F03-U301,B296,LP296,3,301,77,Residential,IND-AP-VSP-DVD-LP296-B296-F03-301
PROP-B296-F03-U302,B296,LP296,3,302,77,Residential,IND-AP-VSP-DVD-LP296-B296-F03-302
PROP-B296-F03-U303,B296,LP296,3,303,77,Residential,IND-AP-VSP-DVD-LP296-B296-F03-303
PROP-B296-F03-U304,B296,LP296,3,304,77,Residential,IND-AP-VSP-DVD-LP296-B296-F03-304
PROP-B296-F04-U401,B296,LP296,4,401,77,Residential,IND-AP-VSP-DVD-LP296-B296-F04-401
PROP-B296-F04-U402,B296,LP296,4,402,77,Residential,IND-AP-VSP-DVD-LP296-B296-F04-402
PROP-B296-F04-U403,B296,LP296,4,403,77,Residential,IND-AP-VSP-DVD-LP296-B296-F04-403
PROP-B296-F04-U404,B296,LP296,4,404,77,Residential,IND-AP-VSP-DVD-LP296-B296-F04-404
PROP-B296-F05-U501,B296,LP296,5,501,77,Residential,IND-AP-VSP-DVD-LP296-B296-F05-501
PROP-B296-F05-U502,B296,LP296,5,502,77,Residential,IND-AP-VSP-DVD-LP296-B296-F05-502
PROP-B296-F05-U503,B296,LP296,5,503,77,Residential,IND-AP-VSP-DVD-LP296-B296-F05-503
PROP-B296-F05-U504,B296,LP296,5,504,77,Residential,IND-AP-VSP-DVD-LP296-B296-F05-504
PROP-B297-F01-U101,B297,LP297,1,101,84,Residential,IND-AP-VSP-DVD-LP297-B297-F01-101
PROP-B297-F01-U102,B297,LP297,1,102,84,Residential,IND-AP-VSP-DVD-LP297-B297-F01-102
PROP-B297-F01-U103,B297,LP297,1,103,84,Residential,IND-AP-VSP-DVD-LP297-B297-F01-103
PROP-B297-F01-U104,B297,LP297,1,104,84,Residential,IND-AP-VSP-DVD-LP297-B297-F01-104
PROP-B297-F02-U201,B297,LP297,2,201,84,Residential,IND-AP-VSP-DVD-LP297-B297-F02-201
PROP-B297-F02-U202,B297,LP297,2,202,84,Residential,IND-AP-VSP-DVD-LP297-B297-F02-202
PROP-B297-F02-U203,B297,LP297,2,203,84,Residential,IND-AP-VSP-DVD-LP297-B297-F02-203
PROP-B297-F02-U204,B297,LP297,2,204,84,Residential,IND-AP-VSP-DVD-LP297-B297-F02-204
PROP-B297-F03-U301,B297,LP297,3,301,84,Residential,IND-AP-VSP-DVD-LP297-B297-F03-301
PROP-B297-F03-U302,B297,LP297,3,302,84,Residential,IND-AP-VSP-DVD-LP297-B297-F03-302
PROP-B297-F03-U303,B297,LP297,3,303,84,Residential,IND-AP-VSP-DVD-LP297-B297-F03-303
PROP-B297-F03-U304,B297,LP297,3,304,84,Residential,IND-AP-VSP-DVD-LP297-B297-F03-304
PROP-B297-F04-U401,B297,LP297,4,401,84,Residential,IND-AP-VSP-DVD-LP297-B297-F04-401
PROP-B297-F04-U402,B297,LP297,4,402,84,Residential,IND-AP-VSP-DVD-LP297-B297-F04-402
PROP-B297-F04-U403,B297,LP297,4,403,84,Residential,IND-AP-VSP-DVD-LP297-B297-F04-403
PROP-B297-F04-U404,B297,LP297,4,404,84,Residential,IND-AP-VSP-DVD-LP297-B297-F04-404
PROP-B297-F05-U501,B297,LP297,5,501,84,Residential,IND-AP-VSP-DVD-LP297-B297-F05-501
PROP-B297-F05-U502,B297,LP297,5,502,84,Residential,IND-AP-VSP-DVD-LP297-B297-F05-502
PROP-B297-F05-U503,B297,LP297,5,503,84,Residential,IND-AP-VSP-DVD-LP297-B297-F05-503
PROP-B297-F05-U504,B297,LP297,5,504,84,Residential,IND-AP-VSP-DVD-LP297-B297-F05-504
PROP-B298-F01-U101,B298,LP298,1,101,136,Residential,IND-AP-VSP-DVD-LP298-B298-F01-101
PROP-B298-F02-U201,B298,LP298,2,201,136,Residential,IND-AP-VSP-DVD-LP298-B298-F02-201
PROP-B299-F01-U101,B299,LP299,1,101,150.4,Residential,IND-AP-VSP-DVD-LP299-B299-F01-101
PROP-B299-F02-U201,B299,LP299,2,201,150.4,Residential,IND-AP-VSP-DVD-LP299-B299-F02-201
PROP-B300-F01-U101,B300,LP300,1,101,150.2,Residential,IND-AP-VSP-DVD-LP300-B300-F01-101
PROP-B300-F02-U201,B300,LP300,2,201,150.2,Residential,IND-AP-VSP-DVD-LP300-B300-F02-201
PROP-B301-F01-U101,B301,LP301,1,101,123.8,Residential,IND-AP-VSP-DVD-LP301-B301-F01-101
PROP-B301-F02-U201,B301,LP301,2,201,123.8,Residential,IND-AP-VSP-DVD-LP301-B301-F02-201
PROP-B302-F01-U101,B302,LP302,1,101,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F01-101
PROP-B302-F01-U102,B302,LP302,1,102,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F01-102
PROP-B302-F01-U103,B302,LP302,1,103,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F01-103
PROP-B302-F01-U104,B302,LP302,1,104,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F01-104
PROP-B302-F02-U201,B302,LP302,2,201,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F02-201
PROP-B302-F02-U202,B302,LP302,2,202,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F02-202
PROP-B302-F02-U203,B302,LP302,2,203,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F02-203
PROP-B302-F02-U204,B302,LP302,2,204,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F02-204
PROP-B302-F03-U301,B302,LP302,3,301,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F03-301
PROP-B302-F03-U302,B302,LP302,3,302,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F03-302
PROP-B302-F03-U303,B302,LP302,3,303,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F03-303
PROP-B302-F03-U304,B302,LP302,3,304,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F03-304
PROP-B302-F04-U401,B302,LP302,4,401,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F04-401
PROP-B302-F04-U402,B302,LP302,4,402,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F04-402
PROP-B302-F04-U403,B302,LP302,4,403,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F04-403
PROP-B302-F04-U404,B302,LP302,4,404,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F04-404
PROP-B302-F05-U501,B302,LP302,5,501,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F05-501
PROP-B302-F05-U502,B302,LP302,5,502,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F05-502
PROP-B302-F05-U503,B302,LP302,5,503,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F05-503
PROP-B302-F05-U504,B302,LP302,5,504,49.9,Residential,IND-AP-VSP-DVD-LP302-B302-F05-504
PROP-B303-F01-U101,B303,LP303,1,101,114.8,Shop,IND-AP-VSP-DVD-LP303-B303-F01-101
PROP-B303-F01-U102,B303,LP303,1,102,114.8,Shop,IND-AP-VSP-DVD-LP303-B303-F01-102
PROP-B303-F01-U103,B303,LP303,1,103,114.8,Shop,IND-AP-VSP-DVD-LP303-B303-F01-103
PROP-B303-F02-U201,B303,LP303,2,201,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F02-201
PROP-B303-F02-U202,B303,LP303,2,202,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F02-202
PROP-B303-F02-U203,B303,LP303,2,203,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F02-203
PROP-B303-F03-U301,B303,LP303,3,301,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F03-301
PROP-B303-F03-U302,B303,LP303,3,302,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F03-302
PROP-B303-F03-U303,B303,LP303,3,303,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F03-303
PROP-B303-F04-U401,B303,LP303,4,401,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F04-401
PROP-B303-F04-U402,B303,LP303,4,402,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F04-402
PROP-B303-F04-U403,B303,LP303,4,403,114.8,Office,IND-AP-VSP-DVD-LP303-B303-F04-403
PROP-B304-F01-U101,B304,LP304,1,101,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F01-101
PROP-B304-F01-U102,B304,LP304,1,102,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F01-102
PROP-B304-F01-U103,B304,LP304,1,103,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F01-103
PROP-B304-F01-U104,B304,LP304,1,104,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F01-104
PROP-B304-F02-U201,B304,LP304,2,201,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F02-201
PROP-B304-F02-U202,B304,LP304,2,202,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F02-202
PROP-B304-F02-U203,B304,LP304,2,203,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F02-203
PROP-B304-F02-U204,B304,LP304,2,204,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F02-204
PROP-B304-F03-U301,B304,LP304,3,301,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F03-301
PROP-B304-F03-U302,B304,LP304,3,302,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F03-302
PROP-B304-F03-U303,B304,LP304,3,303,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F03-303
PROP-B304-F03-U304,B304,LP304,3,304,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F03-304
PROP-B304-F04-U401,B304,LP304,4,401,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F04-401
PROP-B304-F04-U402,B304,LP304,4,402,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F04-402
PROP-B304-F04-U403,B304,LP304,4,403,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F04-403
PROP-B304-F04-U404,B304,LP304,4,404,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F04-404
PROP-B304-F05-U501,B304,LP304,5,501,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F05-501
PROP-B304-F05-U502,B304,LP304,5,502,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F05-502
PROP-B304-F05-U503,B304,LP304,5,503,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F05-503
PROP-B304-F05-U504,B304,LP304,5,504,72.3,Residential,IND-AP-VSP-DVD-LP304-B304-F05-504
PROP-B305-F01-U101,B305,LP305,1,101,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F01-101
PROP-B305-F01-U102,B305,LP305,1,102,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F01-102
PROP-B305-F01-U103,B305,LP305,1,103,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F01-103
PROP-B305-F01-U104,B305,LP305,1,104,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F01-104
PROP-B305-F02-U201,B305,LP305,2,201,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F02-201
PROP-B305-F02-U202,B305,LP305,2,202,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F02-202
PROP-B305-F02-U203,B305,LP305,2,203,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F02-203
PROP-B305-F02-U204,B305,LP305,2,204,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F02-204
PROP-B305-F03-U301,B305,LP305,3,301,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F03-301
PROP-B305-F03-U302,B305,LP305,3,302,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F03-302
PROP-B305-F03-U303,B305,LP305,3,303,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F03-303
PROP-B305-F03-U304,B305,LP305,3,304,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F03-304
PROP-B305-F04-U401,B305,LP305,4,401,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F04-401
PROP-B305-F04-U402,B305,LP305,4,402,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F04-402
PROP-B305-F04-U403,B305,LP305,4,403,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F04-403
PROP-B305-F04-U404,B305,LP305,4,404,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F04-404
PROP-B305-F05-U501,B305,LP305,5,501,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F05-501
PROP-B305-F05-U502,B305,LP305,5,502,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F05-502
PROP-B305-F05-U503,B305,LP305,5,503,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F05-503
PROP-B305-F05-U504,B305,LP305,5,504,73.1,Residential,IND-AP-VSP-DVD-LP305-B305-F05-504
PROP-B306-F01-U101,B306,LP306,1,101,42,Residential,IND-AP-VSP-DVD-LP306-B306-F01-101
PROP-B306-F01-U102,B306,LP306,1,102,42,Residential,IND-AP-VSP-DVD-LP306-B306-F01-102
PROP-B306-F01-U103,B306,LP306,1,103,42,Residential,IND-AP-VSP-DVD-LP306-B306-F01-103
PROP-B306-F01-U104,B306,LP306,1,104,42,Residential,IND-AP-VSP-DVD-LP306-B306-F01-104
PROP-B306-F02-U201,B306,LP306,2,201,42,Residential,IND-AP-VSP-DVD-LP306-B306-F02-201
PROP-B306-F02-U202,B306,LP306,2,202,42,Residential,IND-AP-VSP-DVD-LP306-B306-F02-202
PROP-B306-F02-U203,B306,LP306,2,203,42,Residential,IND-AP-VSP-DVD-LP306-B306-F02-203
PROP-B306-F02-U204,B306,LP306,2,204,42,Residential,IND-AP-VSP-DVD-LP306-B306-F02-204
PROP-B306-F03-U301,B306,LP306,3,301,42,Residential,IND-AP-VSP-DVD-LP306-B306-F03-301
PROP-B306-F03-U302,B306,LP306,3,302,42,Residential,IND-AP-VSP-DVD-LP306-B306-F03-302
PROP-B306-F03-U303,B306,LP306,3,303,42,Residential,IND-AP-VSP-DVD-LP306-B306-F03-303
PROP-B306-F03-U304,B306,LP306,3,304,42,Residential,IND-AP-VSP-DVD-LP306-B306-F03-304
PROP-B306-F04-U401,B306,LP306,4,401,42,Residential,IND-AP-VSP-DVD-LP306-B306-F04-401
PROP-B306-F04-U402,B306,LP306,4,402,42,Residential,IND-AP-VSP-DVD-LP306-B306-F04-402
PROP-B306-F04-U403,B306,LP306,4,403,42,Residential,IND-AP-VSP-DVD-LP306-B306-F04-403
